,time,symbol,type,asset_price,price_pct_change,trade_value,asset_ratio,asset_balance,stable_asset_balance,position_value
0,24/05/2022 15:49:43,BNBUSDT,BUY,325.3,0.0,-500.0,0.5,1.5370427297878881,500.0,1000.0
