,datetime,open,high,low,close,volume,ema1,ema2,signal
0,2022-07-07 20:00:00,27.711,27.733,27.307,27.414,4479842.2651,,,0
1,2022-07-08 00:00:00,27.415,28.25,27.367,27.923,5333339.7686,,,0
2,2022-07-08 04:00:00,27.923,28.013,27.367,27.464,2227558.2444,,,0
3,2022-07-08 08:00:00,27.464,27.526,26.911,27.119,3094031.9835,,,0
4,2022-07-08 12:00:00,27.119,27.668,26.807,27.552,7201288.448,27.452123456790126,,0
5,2022-07-08 16:00:00,27.552,27.756,27.085,27.664,2668419.2246,27.52274897119342,,0
6,2022-07-08 20:00:00,27.664,27.937,27.318,27.338,2185434.7295,27.461165980795613,,0
7,2022-07-09 00:00:00,27.338,27.475,27.168,27.366,1875234.27,27.42944398719708,,0
8,2022-07-09 04:00:00,27.366,27.541,27.26,27.496,1085351.7394,27.451629324798056,,0
9,2022-07-09 08:00:00,27.496,27.589,27.071,27.171,1705216.4687,27.358086216532037,27.40290064882189,0
10,2022-07-09 12:00:00,27.171,27.509,27.104,27.294,2281535.836,27.336724144354694,27.383100530854275,0
11,2022-07-09 16:00:00,27.294,27.66,27.203,27.291,1525615.5572,27.32148276290313,27.36635497978986,0
12,2022-07-09 20:00:00,27.291,27.335,27.053,27.104,1552927.31,27.24898850860209,27.318654074373523,0
13,2022-07-10 00:00:00,27.104,27.112,26.518,26.565,2574847.5971,27.020992339068062,27.181626060851066,0
14,2022-07-10 04:00:00,26.565,26.626,26.4,26.485,1591706.1867,26.842328226045378,27.054966777059963,0
15,2022-07-10 08:00:00,26.485,26.533,26.115,26.26,1849192.5481,26.64821881736359,26.91042736304906,0
16,2022-07-10 12:00:00,26.26,26.312,25.71,25.788,2695195.8405,26.361479211575727,26.7063496606765,0
17,2022-07-10 16:00:00,25.788,26.017,25.594,25.958,1712887.1983,26.226986141050485,26.570286086008046,0
18,2022-07-10 20:00:00,25.958,26.157,25.702,25.865,1646366.1397,26.10632409403366,26.4420522521884,0
19,2022-07-11 00:00:00,25.865,25.872,25.358,25.461,2160788.7325,25.891216062689107,26.26367911542687,0
20,2022-07-11 04:00:00,25.461,25.506,25.208,25.326,2362200.9245,25.702810708459406,26.093192003531076,0
21,2022-07-11 08:00:00,25.326,25.563,25.29,25.362,1588762.5254,25.589207138972938,25.96024800288906,0
22,2022-07-11 12:00:00,25.362,25.662,25.042,25.593,6234196.9081,25.59047142598196,25.893475638727413,0
23,2022-07-11 16:00:00,25.593,25.924,25.522,25.742,2513089.2552,25.64098095065464,25.865934613504248,0
24,2022-07-11 20:00:00,25.742,25.801,24.792,24.962,3633560.0604,25.414653967103092,25.701582865594382,0
25,2022-07-12 00:00:00,24.962,25.004,24.713,24.852,2693662.7977,25.227102644735396,25.54711325366813,0
26,2022-07-12 04:00:00,24.852,25.102,24.42,24.559,1997973.3501,25.004401763156935,25.367456298455743,0
27,2022-07-12 08:00:00,24.559,24.63,24.225,24.488,2571372.4271,24.832267842104624,25.20755515328197,0
28,2022-07-12 12:00:00,24.488,24.843,24.415,24.661,1814735.2509,24.775178561403084,25.108181489048885,0
29,2022-07-12 16:00:00,24.661,24.933,23.885,23.981,1971273.8569,24.510452374268723,24.903239400130904,0
30,2022-07-12 20:00:00,23.981,24.153,23.785,23.846,1630950.6815,24.288968249512486,24.71101405465256,0
31,2022-07-13 00:00:00,23.846,24.159,23.757,24.017,1433919.8933,24.19831216634166,24.584829681079363,0
32,2022-07-13 04:00:00,24.017,24.45,23.968,24.353,1567711.0843,24.24987477756111,24.542678829974022,0
33,2022-07-13 08:00:00,24.353,24.575,24.299,24.536,1364896.221,24.345249851707408,24.54146449725147,0
34,2022-07-13 12:00:00,24.536,24.791,23.23,23.962,8335420.642,24.21749990113827,24.43610731593302,0
35,2022-07-13 16:00:00,23.962,24.548,23.738,24.156,2291890.3833,24.196999934092183,24.385178713036108,0
36,2022-07-13 20:00:00,24.156,24.999,24.104,24.962,1605378.9494,24.451999956061456,24.490055310665902,0
37,2022-07-14 00:00:00,24.962,25.341,24.9,25.206,2641672.8213,24.703333304040974,24.620227072363008,1
38,2022-07-14 04:00:00,25.206,25.412,25.0,25.055,1990564.1325,24.820555536027317,24.699276695569733,0
39,2022-07-14 08:00:00,25.055,25.117,24.419,24.574,1909063.2229,24.738370357351545,24.676499114557053,0
40,2022-07-14 12:00:00,24.574,25.463,24.422,25.416,2349141.563,24.96424690490103,24.810953821001224,0
41,2022-07-14 16:00:00,25.416,26.223,25.319,25.903,5025769.6805,25.27716460326736,25.009507671728272,0
42,2022-07-14 20:00:00,25.901,26.017,25.535,25.878,3057792.3493,25.477443068844906,25.167415367777675,0
43,2022-07-15 00:00:00,25.878,26.29,25.657,26.132,2010502.2824,25.69562871256327,25.342794391818096,0
44,2022-07-15 04:00:00,26.132,26.436,25.927,26.339,4110714.4707,25.910085808375513,25.523922684214803,0
45,2022-07-15 08:00:00,26.339,26.547,26.176,26.24,2772813.2622,26.020057205583676,25.654118559812108,0
46,2022-07-15 12:00:00,26.24,26.718,26.236,26.385,4046292.3029,26.141704803722455,25.787006094391725,0
47,2022-07-15 16:00:00,26.385,27.2,26.159,27.174,2783658.6979,26.485803202481637,26.039186804502318,0
48,2022-07-15 20:00:00,27.174,27.378,26.698,26.775,1976424.2477,26.58220213498776,26.172971021865532,0
49,2022-07-16 00:00:00,26.771,26.805,26.495,26.675,1136886.7564,26.613134756658507,26.26424901788998,0
50,2022-07-16 04:00:00,26.675,26.749,26.333,26.419,1289673.9087,26.548423171105675,26.2923855600918,0
51,2022-07-16 08:00:00,26.419,26.681,26.402,26.563,611247.2377,26.553282114070452,26.341588185529655,0
52,2022-07-16 12:00:00,26.563,27.346,26.536,27.343,2103821.9497,26.8165214093803,26.5236630608879,0
53,2022-07-16 16:00:00,27.343,28.498,27.343,27.718,9567432.5013,27.1170142729202,26.74081523163555,0
54,2022-07-16 20:00:00,27.718,28.1,27.529,27.989,1897697.7074,27.407676181946805,26.96775791679272,0
55,2022-07-17 00:00:00,27.989,28.465,27.72,28.268,3605264.1486,27.69445078796454,27.20416556828495,0
56,2022-07-17 04:00:00,28.268,28.76,28.143,28.325,2920262.6093,27.90463385864303,27.407953646778594,0
57,2022-07-17 08:00:00,28.317,28.499,27.868,28.198,1603463.1742,28.002422572428692,27.551598438273395,0
58,2022-07-17 12:00:00,28.198,28.241,27.687,27.846,1692303.3505,27.950281714952464,27.605125994950956,0
59,2022-07-17 16:00:00,27.846,28.15,27.4,27.8,2844388.8422,27.900187809968312,27.6405576322326,0
60,2022-07-17 20:00:00,27.8,27.986,27.563,27.606,2274488.872,27.80212520664554,27.634274426372126,0
61,2022-07-18 00:00:00,27.606,28.579,27.606,28.477,2414651.0396,28.02708347109703,27.787497257940828,0
62,2022-07-18 04:00:00,28.477,29.765,28.279,29.585,7444595.638,28.546388980731358,28.114315938315222,0
63,2022-07-18 08:00:00,29.584,29.943,29.237,29.395,5451822.8718,28.829259320487573,28.34716758589427,0
64,2022-07-18 12:00:00,29.395,29.914,28.981,29.794,4616811.093,29.15083954699172,28.610228024822582,0
65,2022-07-18 16:00:00,29.794,29.877,28.482,28.703,9144260.5146,29.00155969799448,28.62709565667302,0
66,2022-07-18 20:00:00,28.703,30.121,28.519,29.868,5029373.6306,29.290373131996322,28.852714628187016,0
67,2022-07-19 00:00:00,29.868,30.335,28.447,28.582,10710830.442,29.054248754664215,28.803493786698468,0
68,2022-07-19 04:00:00,28.582,28.654,27.979,28.215,4348240.2944,28.774499169776142,28.696494916389653,0
69,2022-07-19 08:00:00,28.215,28.844,28.088,28.568,2908577.6594,28.705666113184098,28.673132204318804,0
70,2022-07-19 12:00:00,28.568,29.39,28.258,29.302,12260889.3022,28.904444075456066,28.787471803533563,0
71,2022-07-19 16:00:00,29.302,29.716,28.784,29.361,6984818.0326,29.05662938363738,28.89174965743655,0
72,2022-07-19 20:00:00,29.361,29.699,28.886,29.132,1870705.758,29.08175292242492,28.93543153790263,0
73,2022-07-20 00:00:00,29.132,29.425,28.623,29.318,2257849.1741,29.16050194828328,29.00498944010215,0
74,2022-07-20 04:00:00,29.318,29.8,29.133,29.156,1999525.4267,29.15900129885552,29.032445905538122,0
75,2022-07-20 08:00:00,29.156,29.78,28.964,29.625,3408881.8707,29.314334199237017,29.1401830136221,0
76,2022-07-20 12:00:00,29.625,30.288,29.402,30.044,7289008.4517,29.55755613282468,29.304513374781717,0
77,2022-07-20 16:00:00,30.044,30.079,29.05,29.295,2690151.7288,29.470037421883124,29.30278367027595,0
78,2022-07-20 20:00:00,29.295,29.529,28.408,28.771,4108029.6903,29.237024947922084,29.206095730225776,0
79,2022-07-21 00:00:00,28.771,29.085,27.992,28.095,2323936.3075,28.85634996528139,29.00407832473018,2
80,2022-07-21 04:00:00,28.095,28.399,27.725,28.276,1753161.0172,28.662899976854263,28.87170044750651,0
81,2022-07-21 08:00:00,28.276,28.594,27.915,28.162,992350.3561,28.495933317902846,28.74266400250532,0
82,2022-07-21 12:00:00,28.162,28.536,27.946,28.35,1595713.7045,28.4472888786019,28.671270547504353,0
83,2022-07-21 16:00:00,28.35,29.533,28.335,29.507,7095772.0371,28.800525919067937,28.823221357049015,0
84,2022-07-21 20:00:00,29.507,29.775,29.173,29.48,2848569.2828,29.027017279378626,28.942635655767372,1
85,2022-07-22 00:00:00,29.48,29.767,29.134,29.247,1748997.9805,29.100344852919086,28.99797462744603,0
86,2022-07-22 04:00:00,29.247,29.8,29.117,29.6,2044483.8401,29.266896568612726,29.107433786092205,0
87,2022-07-22 08:00:00,29.6,30.511,29.526,30.387,4835495.8022,29.640264379075155,29.340082188620894,0
88,2022-07-22 12:00:00,30.387,30.541,29.594,29.701,11547543.4077,29.660509586050104,29.405703608871637,0
